6671,Vlissingen,19739
21877,Prosperpolder,69451
5336,Saeftinge,75242
6074,Ballastplaat,68774
20240,Terneuzen,3809
7919,Waarde,44113
18452,Oudendijk,30571
31337,Hoofdplaat,58499
7809,Westkapelle,35830
26702,Blauwgaren,34360
5400,Hoofdplaat,996
2717,Terneuzen,11635
38871,Cadzand,21060
9593,Prosperpolder,45716
16350,Vlissingen,7112
9540,Baarland,31080
25935,Cadzand,40165
31703,Kallo,13365
7469,Baarland,76242
24524,Blauwgaren,23270
10652,Cadzand,59769
40441,Kruisschans,11023
29747,Kaapduinen,32840
40662,Hansweert,68713
10740,Baarland,52875
24301,Kruisschans,36038
19265,Terneuzen,2169
39618,Kaapduinen,37635
5517,Blauwgaren,2265
3617,Cadzand,13744
14659,Vlissingen,75949
17455,Vlissingen,73664
43927,Prosperpolder,9951
25599,Prosperpolder,31821
18680,Terneuzen,22294
10186,Terneuzen,53917
13128,Prosperpolder,14356
25735,Oudendijk,55265
13494,Westkapelle,6475
33273,Hansweert,12574
7445,Westkapelle,73805
37990,Blauwgaren,55118
18546,Oudendijk,57679
21110,Blauwgaren,76951
30254,Hansweert,30267
32249,Liefkenshoek,20950
48614,Liefkenshoek,75925
46425,Cadzand,52671
5341,Terneuzen,51433
15741,Liefkenshoek,25415
28439,Liefkenshoek,34448
12226,Prosperpolder,49142
6710,Blauwgaren,6529
39651,Vlissingen,67184
44687,Blauwgaren,57803
42449,Cadzand,24808
12596,Terneuzen,10800
46860,Hoofdplaat,52265
2763,Cadzand,77038
20896,Oudendijk,50939
18110,Oudendijk,74508
9257,Saeftinge,45833
27278,Westkapelle,47716
35538,Waarde,24655
12263,Terneuzen,54969
42364,Kruisschans,69178
43961,Westkapelle,2362
44512,Cadzand,41963
38508,Hansweert,69443
24144,Oudendijk,60654
31995,Prosperpolder,49727
14778,Blauwgaren,20549
42430,Hansweert,54079
29273,Hansweert,73005
41426,Waarde,13422
11680,Oudendijk,72165
43018,Saeftinge,28371
36661,Hoofdplaat,19225
8010,Cadzand,69910
31898,Vlissingen,32877
4641,Kruisschans,48466
14625,Liefkenshoek,22622
3374,Vlissingen,79226
44735,Hoofdplaat,52139
11053,Hansweert,70983
30344,Hoofdplaat,41854
3809,Saeftinge,22516
30570,Westkapelle,16131
4240,Blauwgaren,63545
49797,Cadzand,20832
8353,Kallo,38237
7634,Prosperpolder,32468
5505,Prosperpolder,68035
6369,Hansweert,4657
3885,Prosperpolder,42988
14935,Kruisschans,45992
44515,Oudendijk,31852
24909,Prosperpolder,72347
27993,Ballastplaat,58784
25155,Kallo,23964
